-7.100000000000000000e+02,-3.220000000000000000e+02,2.644000000000000000e+03,-1.120000000000000000e+02,2.400000000000000000e+01,1.530000000000000000e+02
-9.290000000000000000e+02,1.350000000000000000e+02,3.314000000000000000e+03,1.630000000000000000e+02,-1.220000000000000000e+02,-2.500000000000000000e+01
-9.680000000000000000e+02,-2.320000000000000000e+02,3.458000000000000000e+03,1.290000000000000000e+02,-3.800000000000000000e+01,-3.400000000000000000e+01
-9.670000000000000000e+02,-2.090000000000000000e+02,4.238000000000000000e+03,1.190000000000000000e+02,-2.470000000000000000e+02,-2.400000000000000000e+01
-8.080000000000000000e+02,-3.430000000000000000e+02,4.390000000000000000e+03,1.400000000000000000e+01,-1.000000000000000000e+02,-4.300000000000000000e+01
-7.060000000000000000e+02,-5.180000000000000000e+02,4.246000000000000000e+03,-5.900000000000000000e+01,8.500000000000000000e+01,4.000000000000000000e+00
-8.830000000000000000e+02,-3.470000000000000000e+02,4.207000000000000000e+03,3.800000000000000000e+01,3.800000000000000000e+01,4.200000000000000000e+01
-9.540000000000000000e+02,-2.320000000000000000e+02,3.955000000000000000e+03,-3.000000000000000000e+01,-3.000000000000000000e+00,2.800000000000000000e+01
-8.970000000000000000e+02,-2.340000000000000000e+02,4.082000000000000000e+03,-5.400000000000000000e+01,6.000000000000000000e+01,-3.800000000000000000e+01
-9.700000000000000000e+02,-2.640000000000000000e+02,3.981000000000000000e+03,4.100000000000000000e+01,2.700000000000000000e+01,2.800000000000000000e+01
-9.580000000000000000e+02,-2.880000000000000000e+02,4.080000000000000000e+03,-3.600000000000000000e+01,-1.000000000000000000e+01,-5.000000000000000000e+01
-9.370000000000000000e+02,-3.350000000000000000e+02,4.095000000000000000e+03,-5.800000000000000000e+01,4.400000000000000000e+01,2.800000000000000000e+01
-9.430000000000000000e+02,-4.590000000000000000e+02,4.059000000000000000e+03,4.000000000000000000e+00,-3.400000000000000000e+01,-1.300000000000000000e+01
